what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1432948477227
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate.jpt.ui",1432948477240
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1432948477243
stopped,bundle,org.jboss.tools.cdi.seam.config.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.config.ui",1432948477245
stopped,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.text.ext",1432948477246
stopped,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.text.ext",1432948477248
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.xml.ui",1432948477263
stopped,bundle,org.jboss.tools.cdi.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.ui",1432948477264
stopped,bundle,org.jboss.tools.jsf.ui,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.ui",1432948477266
stopped,bundle,org.jboss.tools.jsf.vpe.ajax4jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.ajax4jsf",1432948477268
stopped,bundle,org.jboss.tools.jsf.vpe.richfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.richfaces",1432948477269
stopped,bundle,org.jboss.tools.jsf.vpe.facelets,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.facelets",1432948477271
stopped,bundle,org.jboss.tools.jsf.vpe.jbpm,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jbpm",1432948477273
stopped,bundle,org.jboss.tools.jsf.vpe.jstl,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jstl",1432948477275
stopped,bundle,org.jboss.tools.jsf.vpe.seam,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.seam",1432948477288
