what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1432948436818
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1432948436820
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1432948436822
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.creation.ui",1432948436824
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1432948436825
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1432948436827
stopped,bundle,org.jboss.tools.ws.ui,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.ui",1432948436827
stopped,bundle,org.jboss.tools.ws.creation.core,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.creation.core",1432948436829
stopped,bundle,org.jboss.tools.ws.core,1.2.2.v20120611-1829-H137-Final,"org.jboss.tools.ws.core",1432948436830
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1432948436833
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1432948436835
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1432948436836
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1432948436838
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1432948436840
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1432948436840
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1432948436841
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1432948436843
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1432948436845
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1432948436847
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1432948436850
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1432948436851
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1432948436853
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1432948436855
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1432948436857
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1432948436859
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1432948436859
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1432948436860
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1432948436862
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1432948436862
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v201108120600,"org.eclipse.datatools.enablement.hsqldb.ui",1432948436864
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1432948436865
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1432948436867
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sqlite.ui",1432948436870
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1432948436872
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20120611-2017-H93-Final,"org.jboss.tools.hibernate.jpt.ui",1432948436874
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1432948436877
stopped,bundle,org.jboss.tools.cdi.seam.config.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.config.ui",1432948436879
stopped,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.seam.text.ext",1432948436880
stopped,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.text.ext",1432948436904
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.xml.ui",1432948436907
stopped,bundle,org.jboss.tools.cdi.ui,1.2.0.v20120611-1827-H85-Final,"org.jboss.tools.cdi.ui",1432948436919
stopped,bundle,org.jboss.tools.jsf.ui,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.ui",1432948436921
stopped,bundle,org.jboss.tools.jsf.vpe.ajax4jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.ajax4jsf",1432948436923
stopped,bundle,org.jboss.tools.jsf.vpe.richfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.richfaces",1432948436924
stopped,bundle,org.jboss.tools.jsf.vpe.facelets,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.facelets",1432948436928
stopped,bundle,org.jboss.tools.jsf.vpe.jbpm,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jbpm",1432948436929
stopped,bundle,org.jboss.tools.jsf.vpe.jstl,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jstl",1432948436931
stopped,bundle,org.jboss.tools.jsf.vpe.seam,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.seam",1432948436933
stopped,bundle,org.jboss.tools.jsf.vpe.jsf,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.jsf",1432948436934
stopped,bundle,org.jboss.tools.jsf.vpe.myfaces,3.3.0.v20120611-2148-H115-Final,"org.jboss.tools.jsf.vpe.myfaces",1432948436936
stopped,bundle,org.jboss.tools.vpe.docbook,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.docbook",1432948436937
stopped,bundle,org.jboss.tools.vpe.html,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.html",1432948436939
stopped,bundle,org.jboss.tools.vpe.jsp,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.jsp",1432948436940
stopped,bundle,org.jboss.tools.vpe.spring,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe.spring",1432948436942
stopped,bundle,org.jboss.tools.vpe,3.3.0.v20120611-1821-H102-Final,"org.jboss.tools.vpe",1432948436942
stopped,bundle,org.jboss.tools.jst.css,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.css",1432948436944
stopped,bundle,org.jboss.tools.jst.web.tiles.ui,3.3.0.v20120611-1739-H85-Final,"org.jboss.tools.jst.web.tiles.ui",1432948436945
stopped,bundle,org.jboss.tools.maven.seam,1.3.0.v20120613-2141-H115-Final,"org.jboss.tools.maven.seam",1432948436945
